0.37148,ga-0-0-100-0.txt
0.16906,ga-0-0-100-1.txt
0.17227,ga-0-0-100-2.txt
0.16915,ga-0-0-100-3.txt
0.25523,ga-0-0-200-0.txt
0.16280,ga-0-0-200-1.txt
0.16607,ga-0-0-200-2.txt
0.16733,ga-0-0-200-3.txt
0.39004,ga-0-0-50-0.txt
0.17033,ga-0-0-50-1.txt
0.17910,ga-0-0-50-2.txt
0.16869,ga-0-0-50-3.txt
0.34487,ga-0-1-100-0.txt
0.17007,ga-0-1-100-1.txt
0.16802,ga-0-1-100-2.txt
0.17244,ga-0-1-100-3.txt
0.18226,ga-0-1-200-0.txt
0.16407,ga-0-1-200-1.txt
0.16363,ga-0-1-200-2.txt
0.16657,ga-0-1-200-3.txt
0.47729,ga-0-1-50-0.txt
0.17662,ga-0-1-50-1.txt
0.17449,ga-0-1-50-2.txt
0.17259,ga-0-1-50-3.txt
0.36784,ga-0-2-100-0.txt
0.16990,ga-0-2-100-1.txt
0.17520,ga-0-2-100-2.txt
0.17451,ga-0-2-100-3.txt
0.22006,ga-0-2-200-0.txt
0.16702,ga-0-2-200-1.txt
0.16397,ga-0-2-200-2.txt
0.17497,ga-0-2-200-3.txt
0.40196,ga-0-2-50-0.txt
0.16920,ga-0-2-50-1.txt
0.16989,ga-0-2-50-2.txt
0.17281,ga-0-2-50-3.txt
0.27984,ga-1-0-100-0.txt
0.17037,ga-1-0-100-1.txt
0.17179,ga-1-0-100-2.txt
0.17087,ga-1-0-100-3.txt
0.24420,ga-1-0-200-0.txt
0.16562,ga-1-0-200-1.txt
0.16281,ga-1-0-200-2.txt
0.16848,ga-1-0-200-3.txt
0.33116,ga-1-0-50-0.txt
0.16898,ga-1-0-50-1.txt
0.16887,ga-1-0-50-2.txt
0.17600,ga-1-0-50-3.txt
0.29476,ga-1-1-100-0.txt
0.16411,ga-1-1-100-1.txt
0.16576,ga-1-1-100-2.txt
0.17096,ga-1-1-100-3.txt
0.26946,ga-1-1-200-0.txt
0.16257,ga-1-1-200-1.txt
0.16498,ga-1-1-200-2.txt
0.16744,ga-1-1-200-3.txt
0.46840,ga-1-1-50-0.txt
0.17850,ga-1-1-50-1.txt
0.17213,ga-1-1-50-2.txt
0.17403,ga-1-1-50-3.txt
0.22514,ga-1-2-100-0.txt
0.16315,ga-1-2-100-1.txt
0.16526,ga-1-2-100-2.txt
0.17002,ga-1-2-100-3.txt
0.18844,ga-1-2-200-0.txt
0.16304,ga-1-2-200-1.txt
0.16789,ga-1-2-200-2.txt
0.16990,ga-1-2-200-3.txt
0.33881,ga-1-2-50-0.txt
0.16700,ga-1-2-50-1.txt
0.17621,ga-1-2-50-2.txt
0.17353,ga-1-2-50-3.txt
0.25436,ga-2-0-100-0.txt
0.16833,ga-2-0-100-1.txt
0.16712,ga-2-0-100-2.txt
0.17386,ga-2-0-100-3.txt
0.22111,ga-2-0-200-0.txt
0.16290,ga-2-0-200-1.txt
0.16260,ga-2-0-200-2.txt
0.16826,ga-2-0-200-3.txt
0.20275,ga-2-0-50-0.txt
0.17012,ga-2-0-50-1.txt
0.16962,ga-2-0-50-2.txt
0.17577,ga-2-0-50-3.txt
0.31909,ga-2-1-100-0.txt
0.17032,ga-2-1-100-1.txt
0.16792,ga-2-1-100-2.txt
0.17143,ga-2-1-100-3.txt
0.17837,ga-2-1-200-0.txt
0.16586,ga-2-1-200-1.txt
0.16189,ga-2-1-200-2.txt
0.17102,ga-2-1-200-3.txt
0.35951,ga-2-1-50-0.txt
0.17239,ga-2-1-50-1.txt
0.18222,ga-2-1-50-2.txt
0.17177,ga-2-1-50-3.txt
0.22529,ga-2-2-100-0.txt
0.16691,ga-2-2-100-1.txt
0.16617,ga-2-2-100-2.txt
0.16926,ga-2-2-100-3.txt
0.18028,ga-2-2-200-0.txt
0.16279,ga-2-2-200-1.txt
0.16529,ga-2-2-200-2.txt
0.16734,ga-2-2-200-3.txt
0.33843,ga-2-2-50-0.txt
0.16743,ga-2-2-50-1.txt
0.17097,ga-2-2-50-2.txt
0.17257,ga-2-2-50-3.txt
0.23260,ga-3-0-100-0.txt
0.17252,ga-3-0-100-1.txt
0.16380,ga-3-0-100-2.txt
0.16691,ga-3-0-100-3.txt
0.18129,ga-3-0-200-0.txt
0.16324,ga-3-0-200-1.txt
0.16543,ga-3-0-200-2.txt
0.17162,ga-3-0-200-3.txt
0.37281,ga-3-0-50-0.txt
0.17517,ga-3-0-50-1.txt
0.17403,ga-3-0-50-2.txt
0.17417,ga-3-0-50-3.txt
0.18190,ga-3-1-100-0.txt
0.16706,ga-3-1-100-1.txt
0.16738,ga-3-1-100-2.txt
0.16983,ga-3-1-100-3.txt
0.18202,ga-3-1-200-0.txt
0.16695,ga-3-1-200-1.txt
0.16173,ga-3-1-200-2.txt
0.16808,ga-3-1-200-3.txt
0.24949,ga-3-1-50-0.txt
0.16817,ga-3-1-50-1.txt
0.16694,ga-3-1-50-2.txt
0.17077,ga-3-1-50-3.txt
0.20644,ga-3-2-100-0.txt
0.16609,ga-3-2-100-1.txt
0.16698,ga-3-2-100-2.txt
0.16965,ga-3-2-100-3.txt
0.17215,ga-3-2-200-0.txt
0.16297,ga-3-2-200-1.txt
0.16355,ga-3-2-200-2.txt
0.16488,ga-3-2-200-3.txt
0.24263,ga-3-2-50-0.txt
0.17179,ga-3-2-50-1.txt
0.16979,ga-3-2-50-2.txt
0.16786,ga-3-2-50-3.txt
